Frequency	dBm
31000.000000	-52.516795
31250.000000	-52.141206
31500.000000	-52.095853
31750.000000	-52.405959
32000.000000	-52.447815
32250.000000	-52.306219
32500.000000	-52.475922
32750.000000	-52.061216
33000.000000	-52.656868
33250.000000	-52.532439
33500.000000	-52.567355
33750.000000	-51.811397
34000.000000	-52.626672
34250.000000	-52.409612
34500.000000	-52.558061
34750.000000	-52.759520
35000.000000	-52.690620
35250.000000	-51.882091
35500.000000	-52.674759
35750.000000	-51.790300
36000.000000	-52.350626
36250.000000	-51.946980
36500.000000	-52.268565
36750.000000	-52.486246
37000.000000	-52.126571
37250.000000	-51.808061
37500.000000	-52.234735
37750.000000	-52.292781
38000.000000	-52.486090
38250.000000	-51.954475
38500.000000	-51.783188
38750.000000	-51.798386
39000.000000	-51.748055
39250.000000	-52.044313
39500.000000	-52.119496
39750.000000	-51.450370
40000.000000	-51.532349
40250.000000	-52.080465
40500.000000	-51.426448
40750.000000	-51.590171
41000.000000	-52.226564
41250.000000	-51.917340
41500.000000	-51.759770
41750.000000	-51.381531
42000.000000	-51.803184
42250.000000	-51.927343
42500.000000	-52.467826
42750.000000	-51.860612
43000.000000	-51.824648
43250.000000	-51.396287
43500.000000	-51.729394
43750.000000	-51.199798
44000.000000	-51.880827
44250.000000	-51.500195
44500.000000	-50.894344
44750.000000	-51.812018
45000.000000	-51.705225
45250.000000	-51.920201
45500.000000	-51.452522
45750.000000	-51.487848
46000.000000	-51.442756
46250.000000	-51.462747
46500.000000	-51.540905
46750.000000	-51.093349
47000.000000	-51.624214
47250.000000	-51.448526
47500.000000	-50.851817
47750.000000	-50.910465
48000.000000	-50.957753
48250.000000	-50.817430
48500.000000	-50.241404
48750.000000	-51.374070
49000.000000	-50.901638
49250.000000	-51.668387
49500.000000	-50.483908
49750.000000	-51.287890
50000.000000	-51.015590
50250.000000	-51.233792
50500.000000	-50.654145
50750.000000	-51.063510
51000.000000	-50.921565
51250.000000	-50.837020
51500.000000	-50.454289
51750.000000	-50.466656
52000.000000	-50.559433
52250.000000	-51.128945
52500.000000	-50.756366
52750.000000	-50.930595
53000.000000	-50.596500
53250.000000	-50.753914
53500.000000	-50.531168
53750.000000	-50.550637
54000.000000	-49.629400
54250.000000	-49.745861
54500.000000	-49.969565
54750.000000	-50.491000
55000.000000	-49.971104
55250.000000	-50.273254
55500.000000	-50.249592
55750.000000	-50.108806
56000.000000	-49.851445
56250.000000	-50.624540
56500.000000	-50.233157
56750.000000	-49.781032
57000.000000	-49.194752
57250.000000	-49.856845
57500.000000	-48.814896
57750.000000	-48.916514
58000.000000	-49.122802
58250.000000	-49.495562
58500.000000	-49.373911
58750.000000	-49.539575
59000.000000	-48.943874
59250.000000	-49.698815
59500.000000	-49.026626
59750.000000	-48.546603
60000.000000	-48.674103
60250.000000	-48.598523
60500.000000	-48.615907
60750.000000	-48.140377
61000.000000	-47.765963
61250.000000	-48.932932
61500.000000	-48.122447
61750.000000	-48.820229
62000.000000	-48.118969
62250.000000	-48.257701
62500.000000	-47.355691
62750.000000	-48.293327
63000.000000	-47.918582
63250.000000	-47.798927
63500.000000	-47.586620
63750.000000	-46.500443
64000.000000	-47.656277
64250.000000	-47.163135
64500.000000	-46.844346
64750.000000	-46.354568
65000.000000	-46.465031
65250.000000	-46.068509
65500.000000	-46.390148
65750.000000	-46.278850
66000.000000	-46.336211
66250.000000	-46.564493
66500.000000	-46.078093
66750.000000	-44.856517
67000.000000	-45.387363
67250.000000	-45.797034
67500.000000	-45.155264
67750.000000	-44.951246
68000.000000	-45.263795
68250.000000	-45.179113
68500.000000	-43.432003
68750.000000	-44.213885
69000.000000	-44.135277
69250.000000	-43.545160
69500.000000	-44.027071
69750.000000	-42.724994
70000.000000	-42.720737
70250.000000	-43.743292
70500.000000	-42.982789
70750.000000	-42.616584
71000.000000	-42.178976
71250.000000	-41.511444
71500.000000	-42.046375
71750.000000	-41.835923
72000.000000	-41.279234
72250.000000	-41.022863
72500.000000	-41.376471
72750.000000	-40.276293
73000.000000	-40.227050
73250.000000	-40.086439
73500.000000	-40.619639
73750.000000	-39.820815
74000.000000	-39.415456
74250.000000	-39.985507
74500.000000	-38.972636
74750.000000	-38.201071
75000.000000	-38.998042
75250.000000	-37.861577
75500.000000	-37.991455
75750.000000	-37.610354
76000.000000	-37.073140
76250.000000	-35.772366
76500.000000	-36.589894
76750.000000	-35.953012
77000.000000	-36.652792
77250.000000	-35.584843
77500.000000	-34.846330
77750.000000	-34.940678
78000.000000	-34.312775
78250.000000	-33.820214
78500.000000	-33.893289
78750.000000	-34.023425
79000.000000	-32.674208
79250.000000	-32.717366
79500.000000	-32.202467
79750.000000	-32.378840
80000.000000	-31.737620
80250.000000	-31.729405
80500.000000	-31.566875
80750.000000	-31.122861
81000.000000	-29.037391
81250.000000	-28.661683
81500.000000	-29.053326
81750.000000	-28.733896
82000.000000	-27.743320
82250.000000	-27.633052
82500.000000	-27.357070
82750.000000	-25.891349
83000.000000	-26.316984
83250.000000	-26.106928
83500.000000	-25.022653
83750.000000	-24.465318
84000.000000	-24.397189
84250.000000	-23.137115
84500.000000	-23.295529
84750.000000	-22.717343
85000.000000	-22.039080
85250.000000	-21.555379
85500.000000	-21.292511
85750.000000	-20.769803
86000.000000	-20.593086
86250.000000	-19.551151
86500.000000	-19.318060
86750.000000	-18.597367
87000.000000	-18.306365
87250.000000	-17.994856
87500.000000	-17.175635
87750.000000	-17.271101
88000.000000	-16.281982
88250.000000	-16.221953
88500.000000	-14.684692
88750.000000	-15.813738
89000.000000	-16.260516
89250.000000	-15.957782
89500.000000	-15.193726
89750.000000	-15.508539
90000.000000	-15.875017
90250.000000	-15.034240
90500.000000	-14.791868
90750.000000	-15.009174
91000.000000	-15.486366
91250.000000	-14.561964
91500.000000	-16.026561
91750.000000	-15.174564
92000.000000	-14.947793
92250.000000	-15.269171
92500.000000	-15.475010
92750.000000	-15.416138
93000.000000	-15.788080
93250.000000	-15.461878
93500.000000	-15.608815
93750.000000	-15.164708
94000.000000	-15.986145
94250.000000	-15.498172
94500.000000	-15.176600
94750.000000	-15.112201
95000.000000	-15.167305
95250.000000	-15.444438
95500.000000	-15.838551
95750.000000	-13.966165
96000.000000	-15.123776
96250.000000	-15.021947
96500.000000	-16.022048
96750.000000	-14.816095
97000.000000	-15.305739
97250.000000	-14.646379
97500.000000	-15.346937
97750.000000	-13.823875
98000.000000	-14.930164
98250.000000	-14.949857
98500.000000	-14.256719
98750.000000	-15.171957
99000.000000	-14.498898
99250.000000	-14.614174
99500.000000	-14.635409
99750.000000	-14.747619
100000.000000	-13.771520
100250.000000	-15.105463
100500.000000	-14.700550
100750.000000	-14.516227
101000.000000	-14.681785
101250.000000	-14.445911
101500.000000	-14.698174
101750.000000	-14.835886
102000.000000	-14.034636
102250.000000	-13.726690
102500.000000	-14.427035
102750.000000	-13.998587
103000.000000	-14.881777
103250.000000	-14.763542
103500.000000	-14.667574
103750.000000	-14.570199
104000.000000	-14.058030
104250.000000	-14.110521
104500.000000	-14.962148
104750.000000	-14.312504
105000.000000	-14.342072
105250.000000	-13.962035
105500.000000	-13.926273
105750.000000	-13.730542
106000.000000	-14.522988
106250.000000	-15.079087
106500.000000	-14.769161
106750.000000	-14.913094
107000.000000	-14.114594
107250.000000	-14.685619
107500.000000	-14.437855
107750.000000	-14.913041
108000.000000	-14.303911
108250.000000	-14.365842
108500.000000	-15.101723
108750.000000	-14.857735
109000.000000	-15.060440
109250.000000	-15.019402
109500.000000	-14.797899
109750.000000	-15.497125
110000.000000	-15.132830
110250.000000	-15.232936
110500.000000	-15.403460
110750.000000	-14.529117
111000.000000	-15.617689
111250.000000	-15.216540
111500.000000	-15.659964
111750.000000	-16.622060
112000.000000	-15.812279
112250.000000	-16.040907
112500.000000	-16.790984
112750.000000	-16.624760
113000.000000	-17.843787
113250.000000	-17.241051
113500.000000	-17.805859
113750.000000	-18.636473
114000.000000	-18.564909
114250.000000	-18.828957
114500.000000	-18.701447
114750.000000	-19.515668
115000.000000	-19.742876
115250.000000	-20.301014
115500.000000	-21.084218
115750.000000	-20.700548
116000.000000	-21.865104
116250.000000	-21.833691
116500.000000	-22.124846
116750.000000	-22.419421
117000.000000	-22.983744
117250.000000	-23.366408
117500.000000	-23.617385
117750.000000	-23.846324
118000.000000	-24.635582
118250.000000	-24.980960
118500.000000	-25.872302
118750.000000	-25.795955
119000.000000	-25.912865
119250.000000	-26.634699
119500.000000	-26.695844
119750.000000	-25.729189
120000.000000	-27.058954
120250.000000	-27.648282
120500.000000	-28.114432
120750.000000	-27.994616
121000.000000	-28.423780
121250.000000	-28.764068
121500.000000	-28.811814
121750.000000	-29.532261
122000.000000	-29.500898
122250.000000	-29.947049
122500.000000	-30.120105
122750.000000	-30.895061
123000.000000	-31.309450
123250.000000	-31.246588
123500.000000	-31.364091
123750.000000	-31.758374
124000.000000	-30.869832
124250.000000	-31.334832
124500.000000	-32.594194
124750.000000	-32.945495
125000.000000	-33.185751
125250.000000	-32.934919
125500.000000	-32.889332
125750.000000	-33.489122
126000.000000	-33.501250
126250.000000	-33.498492
126500.000000	-34.699661
126750.000000	-34.033178
127000.000000	-34.105360
127250.000000	-34.953294
127500.000000	-34.100738
127750.000000	-35.724827
128000.000000	-35.343818
128250.000000	-36.155680
128500.000000	-35.398580
128750.000000	-36.410946
129000.000000	-35.782789
129250.000000	-36.916753
129500.000000	-36.617025
129750.000000	-37.097108
130000.000000	-36.972688
130250.000000	-37.547856
130500.000000	-37.356955
130750.000000	-36.855766
131000.000000	-37.652851
131250.000000	-38.208457
131500.000000	-37.180295
131750.000000	-38.698784
132000.000000	-38.871135
132250.000000	-38.448377
132500.000000	-39.237137
132750.000000	-39.362632
133000.000000	-39.175092
133250.000000	-39.423532
133500.000000	-39.803070
133750.000000	-39.112360
134000.000000	-39.727349
134250.000000	-40.770520
134500.000000	-40.336796
134750.000000	-40.384900
135000.000000	-40.092434
135250.000000	-41.282895
135500.000000	-40.752959
135750.000000	-40.310160
136000.000000	-41.830119
136250.000000	-40.954859
136500.000000	-41.471482
136750.000000	-41.410313
137000.000000	-42.125933
137250.000000	-41.586544
137500.000000	-42.061129
137750.000000	-42.149840
138000.000000	-42.430665
138250.000000	-41.626823
138500.000000	-42.847236
138750.000000	-42.673363
139000.000000	-42.876375
139250.000000	-42.594660
139500.000000	-43.237932
139750.000000	-43.482652
140000.000000	-43.367700
140250.000000	-43.643247
140500.000000	-43.511587
140750.000000	-43.244208
141000.000000	-44.129197
141250.000000	-44.327389
141500.000000	-44.508363
141750.000000	-44.299778
142000.000000	-44.785695
142250.000000	-44.403469
142500.000000	-44.933819
142750.000000	-44.888992
143000.000000	-44.695846
143250.000000	-45.125990
143500.000000	-44.631702
143750.000000	-45.101869
144000.000000	-45.337899
144250.000000	-45.399712
144500.000000	-44.325577
144750.000000	-45.792523
145000.000000	-45.613649
145250.000000	-45.751320
145500.000000	-46.377793
145750.000000	-46.097957
146000.000000	-45.977133
146250.000000	-46.052762
146500.000000	-46.163347
146750.000000	-46.140462
147000.000000	-46.267017
147250.000000	-46.727171
147500.000000	-45.903452
147750.000000	-46.828287
148000.000000	-46.830606
148250.000000	-47.302781
148500.000000	-46.564902
148750.000000	-46.383911
149000.000000	-46.881509
149250.000000	-46.402130
149500.000000	-48.173940
149750.000000	-46.573585
150000.000000	-47.213341
150250.000000	-47.885142
150500.000000	-47.723335
150750.000000	-47.831454
151000.000000	-47.989895
151250.000000	-47.572290
151500.000000	-48.592368
151750.000000	-46.992690
152000.000000	-47.912188
152250.000000	-47.562039
152500.000000	-47.924963
152750.000000	-47.254158
153000.000000	-48.435031
153250.000000	-47.692679
153500.000000	-48.271147
153750.000000	-48.317021
154000.000000	-47.894443
154250.000000	-48.743774
154500.000000	-48.833706
154750.000000	-48.908689
155000.000000	-48.382818
155250.000000	-49.171318
155500.000000	-48.109696
155750.000000	-48.364169
156000.000000	-48.965907
156250.000000	-48.823747
156500.000000	-49.719727
156750.000000	-48.755033
157000.000000	-48.786907
157250.000000	-49.331710
157500.000000	-49.691566
157750.000000	-49.344607
158000.000000	-49.688482
158250.000000	-48.894736
158500.000000	-49.468762
158750.000000	-49.779458
159000.000000	-49.511216
159250.000000	-49.720805
159500.000000	-49.791640
159750.000000	-50.320826
160000.000000	-49.455036
160250.000000	-49.395526
160500.000000	-49.695140
160750.000000	-50.267298
161000.000000	-49.599731
161250.000000	-50.274916
161500.000000	-50.255125
161750.000000	-49.819489
162000.000000	-50.345955
162250.000000	-50.090660
162500.000000	-51.070219
162750.000000	-49.992593
163000.000000	-50.864223
163250.000000	-50.464284
163500.000000	-50.305458
163750.000000	-50.195576
164000.000000	-50.108136
164250.000000	-50.809548
164500.000000	-50.256637
164750.000000	-50.731587
165000.000000	-51.045156
165250.000000	-50.908713
165500.000000	-50.902667
165750.000000	-50.052233
166000.000000	-51.113458
166250.000000	-50.519701
166500.000000	-50.793139
166750.000000	-50.237104
167000.000000	-50.867546
167250.000000	-50.718339
167500.000000	-51.089589
167750.000000	-51.023569
168000.000000	-51.219655
168250.000000	-51.155395
168500.000000	-51.528105
168750.000000	-51.116476
169000.000000	-51.722623
169250.000000	-51.059223
169500.000000	-50.695102
169750.000000	-51.494760
170000.000000	-51.420318
170250.000000	-50.788279
170500.000000	-51.088209
170750.000000	-50.664274
171000.000000	-51.020972
171250.000000	-51.395122
171500.000000	-51.306931
171750.000000	-51.148908
172000.000000	-51.557586
172250.000000	-51.053878
172500.000000	-51.587520
172750.000000	-51.409482
173000.000000	-51.973432
173250.000000	-51.694421
173500.000000	-51.823914
173750.000000	-51.453145
174000.000000	-51.094298
174250.000000	-51.789727
174500.000000	-51.789103
174750.000000	-51.402023
175000.000000	-52.099032
175250.000000	-51.145857
175500.000000	-51.361383
175750.000000	-51.151182
176000.000000	-52.084964
176250.000000	-51.609428
176500.000000	-51.885089
176750.000000	-51.829800
177000.000000	-52.306979
177250.000000	-51.887557
177500.000000	-52.251611
177750.000000	-51.885278
178000.000000	-51.336710
178250.000000	-52.237184
178500.000000	-52.417252
178750.000000	-52.247933
179000.000000	-52.343834
179250.000000	-52.906747
179500.000000	-52.100733
179750.000000	-52.614832
180000.000000	-51.536640
180250.000000	-52.275189
180500.000000	-52.495567
180750.000000	-52.301936
181000.000000	-52.362318
181250.000000	-52.368193
181500.000000	-52.295198
181750.000000	-52.191010
182000.000000	-51.983630
182250.000000	-52.377312
182500.000000	-52.572461
182750.000000	-51.397186
183000.000000	-51.681042
183250.000000	-52.371385
183500.000000	-52.170203
183750.000000	-51.624031
184000.000000	-52.748566
184250.000000	-52.370582
184500.000000	-51.598106
184750.000000	-52.949733
185000.000000	-52.569148
185250.000000	-52.034770
185500.000000	-52.571683
185750.000000	-52.781399
186000.000000	-52.315068
186250.000000	-52.405814
186500.000000	-52.279169
186750.000000	-51.889678
187000.000000	-51.741160
187250.000000	-52.154741
187500.000000	-51.912085
187750.000000	-52.713235
188000.000000	-52.541092
188250.000000	-51.848985
188500.000000	-52.466029
188750.000000	-52.881754
189000.000000	-52.846016
189250.000000	-52.878566
189500.000000	-52.664473
189750.000000	-52.504111
190000.000000	-52.411092
190250.000000	-52.664863
190500.000000	-52.777397
190750.000000	-53.215651
191000.000000	-52.349033
191250.000000	-52.542438
191500.000000	-52.520831
191750.000000	-53.031339
192000.000000	-52.697233
192250.000000	-52.459401
192500.000000	-52.914287
192750.000000	-52.406936
193000.000000	-52.867251
193250.000000	-52.216595
193500.000000	-52.061683
193750.000000	-52.689109
194000.000000	-52.103307
194250.000000	-52.052263
194500.000000	-52.379152
194750.000000	-53.038573
195000.000000	-52.883263
195250.000000	-52.540565
195500.000000	-51.977954
195750.000000	-52.628607
196000.000000	-52.838850
196250.000000	-52.975978
196500.000000	-52.314676
196750.000000	-53.292229
197000.000000	-52.941156
197250.000000	-52.687380
197500.000000	-51.614694
197750.000000	-52.888596
198000.000000	-53.017177
198250.000000	-52.400560
198500.000000	-52.347294
198750.000000	-51.843486
199000.000000	-52.394410
199250.000000	-53.409197
199500.000000	-52.683707
199750.000000	-52.150117
